Code	EconomicType	FgTitle	StateTitle	LgTitle	ACCOUNT TYPE	LEVEL	TYPE
32030104	Assets	TRADE MARK	TRADE MARK	TRADE MARK	ASSET	5	DETAIL
32030105	Assets	FRANCHISE	FRANCHISE	FRANCHISE	ASSET	5	DETAIL
32030106	Assets			ASSET	5	DETAIL
32030107	Assets			ASSET	5	DETAIL
32030108	Assets					
32030109	Assets	RESEARCH & DEVELOPMENT	RESEARCH & DEVELOPMENT	RESEARCH & DEVELOPMENT			
32030110	Assets	BROADCAST RIGHTS	BROADCAST RIGHTS	BROADCAST RIGHTS			
41	Liabilities	CURRENT LIABILITIES	LIABILITIES/ EQUITY	LIABILITIES/ EQUITY	LIABILITY	2	GENERAL
4101	Liabilities	DEPOSITS - GENERAL	DEPOSITS - GENERAL	DEPOSITS - GENERAL	LIABILITY	3	GENERAL
410101	Liabilities	DEPOSITS	CONTRACT RETENTION FEES	CONTRACT RETENTION FEES	LIABILITY	4	GENERAL
41010101	Liabilities	CONTRACT RETENTION FEES	CONTRACT RETENTION FEES	CONTRACT RETENTION FEES	LIABILITY	5	DETAIL
41010102	Liabilities	PRISON IN-MATES DEPOSITS	N/A	N/A	LIABILITY	5	DETAIL
41010103	Liabilities	CAUTION FEES	CAUTION FEES	CAUTION FEES			
41010104	Liabilities	UNDISBURSED SCHOLARSHIPS	UNDISBURSED SCHOLARSHIPS	UNDISBURSED SCHOLARSHIPS			
41010105	Liabilities	UNDISBURSED SIWES	UNDISBURSED SIWES	UNDISBURSED SIWES			
41010106	Liabilities	BONDS & SURETIES	BONDS & SURETIES	BONDS & SURETIES			
41010107	Liabilities	OTHER DEPOSITS	OTHER DEPOSITS	OTHER DEPOSITS			
4102	Liabilities	LOANS AND DEBTS (SHORT-TERM)	LOANS AND DEBTS	LOANS AND DEBTS	LIABILITY	3	GENERAL
410201	Liabilities	DOMESTIC LOAN STOCK	DOMESTIC LOAN STOCK	DOMESTIC LOAN STOCK	LIABILITY	4	GENERAL
41020101	Liabilities	SHORT TERM BORROWINGS	SHORT TERM BORROWINGS	SHORT TERM BORROWINGS	LIABILITY	5	DETAIL
41020102	Liabilities	NIGERIAN TREASURY BILLS (NTBs)	NIGERIAN TREASURY BILLS (NTBs)	NIGERIAN TREASURY BILLS (NTBs)			
41020103	Liabilities	TREASURY BONDS	TREASURY BONDS	TREASURY BONDS			
41020104	Liabilities	TREASURY CERTIFICATES	TREASURY CERTIFICATES	TREASURY CERTIFICATES			
4103	Liabilities	UNREMITTED DEDUCTIONS	UNREMITTED DEDUCTIONS	UNREMITTED DEDUCTIONS	LIABILITY	3	GENERAL
410301	Liabilities	UNREMITTED TAXES	UNREMITTED TAXES	UNREMITTED TAXES	LIABILITY	4	GENERAL
41030101	Liabilities	PAYE	PAYE	PAYE	LIABILITY	5	DETAIL
41030102	Liabilities	WITHHOLDING TAX	WITHHOLDING TAX	WITHHOLDING TAX	LIABILITY	5	DETAIL
41030103	Liabilities	VALUE ADDED TAX	VALUE ADDED TAX	VALUE ADDED TAX	LIABILITY	5	DETAIL
410302	Liabilities	OTHER UNREMITTED DEDUCTIONS	OTHER UNREMITTED DEDUCTIONS	OTHER UNREMITTED DEDUCTIONS	LIABILITY	4	GENERAL
41030201	Liabilities	NATIONAL HEALTH INSURANCE SCHEME	NATIONAL HEALTH INSURANCE SCHEME	NATIONAL HEALTH INSURANCE SCHEME	LIABILITY	5	DETAIL
41030202	Liabilities	CONTRIBUTORY PENSION SCHEME	CONTRIBUTORY PENSION SCHEME	CONTRIBUTORY PENSION SCHEME	LIABILITY	5	DETAIL
41030203	Liabilities	UNION DUES	UNION DUES	UNION DUES	LIABILITY	5	DETAIL
41030204	Liabilities	FGSHLB DEDUCTIONS	HOUSING REVOLVING FUNDS DEDUCTIONS	HOUSING REVOLVING FUNDS DEDUCTIONS	LIABILITY	5	DETAIL
41030205	Liabilities	CO-OPERATIVE SOCIETY	CO-OPERATIVE SOCIETY	CO-OPERATIVE SOCIETY	LIABILITY	5	DETAIL
41030206	Liabilities	NATIONAL HOUSING FUND	HOUSING FUND	HOUSING FUND	LIABILITY	5	DETAIL
41030207	Liabilities	INSURANCE PROGRAMMES	INSURANCE PROGRAMMES (superannuation)	INSURANCE PROGRAMMES (superannuation)	LIABILITY	5	DETAIL
41030208	Liabilities	WELFARE LOAN SCHEME	WELFARE LOAN SCHEME	WELFARE LOAN SCHEME	LIABILITY	5	DETAIL
41030209	Liabilities	DEPENDENT FUND	DEPENDENT FUND	DEPENDENT FUND	LIABILITY	5	DETAIL
41030210	Liabilities	POVERTY ALLEVIATION SCHEME	POVERTY ALLEVIATION SCHEME	POVERTY ALLEVIATION SCHEME	LIABILITY	5	DETAIL
41030211	Liabilities	PRESIDENTIAL MVA SCHEME	N/A	N/A	LIABILITY	5	DETAIL
41030212	Liabilities	PRESIDENTIAL PIONEER CAR REFURBISHING LOAN SCHEME	N/A	N/A	LIABILITY	5	DETAIL
41030213	Liabilities	REFUSE DISPOSAL DEDUCTION	N/A	N/A	LIABILITY	5	DETAIL
41030214	Liabilities	LOAN DEDUCTIONS	LOAN DEDUCTIONS	LOAN DEDUCTIONS	LIABILITY	5	DETAIL
41030215	Liabilities	PAYCUT RECOVERABLE	PAYCUT RECOVERED	PAYCUT RECOVERED	LIABILITY	5	DETAIL
41030216	Liabilities	OVERPAYMENT RECOVERABLE	OVERPAYMENT RECOVERABLE (RECEIPT)	OVERPAYMENT RECOVERABLE (RECEIPT)	LIABILITY	5	DETAIL
41030217	Liabilities	OTHER DEDUCTIONS	OTHER DEDUCTIONS	OTHER DEDUCTIONS			
4104	Liabilities	OTHER PAYABLES	OTHER PAYABLES	OTHER PAYABLES	LIABILITY	3	GENERAL
410401	Liabilities	ACCRUED EXPENSES	ACCRUED EXPENSES	ACCRUED EXPENSES	LIABILITY	4	GENERAL
41040101	Liabilities	PERSONNEL EMOLUMENTS (NET)	PERSONNEL EMOLUMENTS	PERSONNEL EMOLUMENTS	LIABILITY	5	DETAIL
41040102	Liabilities	PENSION & GRATUITY	PENSION & GRATUITY	PENSION & GRATUITY	LIABILITY	5	DETAIL
41040103	Liabilities	PROFESSIONAL FEES	PROFESSIONAL FEES	PROFESSIONAL FEES	LIABILITY	5	DETAIL
41040104	Liabilities	OVERHEADS	OVERHEADS	OVERHEADS	LIABILITY	5	DETAIL
41040105	Liabilities	OTHER GOODS & SERVICES	OTHER GOODS & SERVICES	OTHER GOODS & SERVICES	LIABILITY	5	DETAIL
41040106	Liabilities			LIABILITY	5	DETAIL
4105	Liabilities	DEFERRED INCOME	DEFERRED INCOME	DEFERRED INCOME			
410501	Liabilities	DEFERRED INCOME	DEFERRED INCOME	DEFERRED INCOME			
41050101	Liabilities	DEFERRED INCOME	DEFERRED INCOME	DEFERRED INCOME			
41050102	Liabilities					
41050103	Liabilities					
4106	Liabilities	CURRENT PORTION OF LONG-TERM BORROWINGS	CURRENT PORTION OF LONG-TERM BORROWINGS	CURRENT PORTION OF LONG-TERM BORROWINGS	LIABILITY	3	GENERAL
410601	Liabilities	CURRENT PORTION OF LONG-TERM BORROWINGS	CURRENT PORTION OF LONG-TERM BORROWINGS	CURRENT PORTION OF LONG-TERM BORROWINGS	LIABILITY	4	GENERAL
41060101	Liabilities	TREASURY BONDS	TREASURY BONDS	TREASURY BONDS	LIABILITY	5	DETAIL
41060102	Liabilities	BI-LATERAL LOANS	BI-LATERAL LOANS	BI-LATERAL LOANS			
41060103	Liabilities	MULTI-LATERAL LOANS	MULTI-LATERAL LOANS	MULTI-LATERAL LOANS			
42	Liabilities	NON-CURRENT LIABILITIES	NON-CURRENT ASSETS	NON-CURRENT ASSETS			
4201	Liabilities	PUBLIC FUNDS	PUBLIC FUNDS	PUBLIC FUNDS			
420101	Liabilities	TRUST FUNDS	TRUST FUNDS	TRUST FUNDS			
42010101	Liabilities	STABILIZATION FUND	N/A	N/A			
42010102	Liabilities	ECOLOGICAL FUND	N/A	N/A			
42010103	Liabilities	DEVELOPMENT OF NATURAL RESOURCES	N/A	N/A			
42010104	Liabilities	TERTIARY EDUCATION TRUST FUND	N/A	N/A			
42010105	Liabilities	PETROLUEM TECHNOLOGY DEVELOPMENT FUND	N/A	N/A			
42010106	Liabilities	POLICE REWARD FUND	N/A	N/A			
42010107	Liabilities	PRISON REWARD FUND	N/A	N/A			
42010108	Liabilities	ARMED FORCES REWARD FUND	N/A	N/A			
42010109	Liabilities	NIGERIAN EX-SERVICEMEN REWARD FUND	N/A	N/A			
42010110	Liabilities	COCOA LEVY FUND	N/A	N/A			
42010111	Liabilities	FERTILIZER REVOLVING FUND	N/A	N/A			
42010112	Liabilities	SINKING FUND	N/A	N/A			
42010113	Liabilities	STEEL POOL LEVY ACCOUNT	N/A	N/A			
42010114	Liabilities	NATIONAL ECONOMIC RECONSTRUCTION FUND	N/A	N/A			
42010115	Liabilities	NATIONAL HOUSING FUND	N/A	N/A			
42010116	Liabilities	SOCIAL INSURANCE TRUST FUND	N/A	N/A			
42010117	Liabilities	SUGAR DEVELOPMENT FUND	N/A	N/A			
42010118	Liabilities	NATIONAL AUTOMOTIVE COUNCIL FUND	N/A	N/A			
42010119	Liabilities	RICE LEVY	N/A	N/A			
42010120	Liabilities	PORT LEVY	N/A	N/A			
42010121	Liabilities	ECOWAS LEVY	N/A	N/A			
42010122	Liabilities	CISS LEVY	N/A	N/A			
42010123	Liabilities	NESS LEVY	N/A	N/A			
42010124	Liabilities	SERVICE CHARGE POOL ACCOUNT	N/A	N/A			
42010125	Liabilities	CIGARETTE LEVY	N/A	N/A			
42010126	Liabilities	CUSTOM TEXTILE LEVY	N/A	N/A			
42010127	Liabilities	IMPLEMENTATION COMMITTEE ON FGN LANDED PROPERTY	N/A	N/A			
42010128	Liabilities	CEMENT LEVY	N/A	N/A			
42010129	Liabilities	HUSK BROWN RICE LEVY	N/A	N/A			
42010130	Liabilities	LEVY ON SANITORY POOL ACCOUNT	N/A	N/A			
42010131	Liabilities	LEVY ON WINES SPIRIT	N/A	N/A			
42010132	Liabilities	PENSION BOND REDEMPTION FUND	N/A	N/A			
42010133	Liabilities	CONSOLIDATED POOL ACCOUNT	N/A	N/A			
42010134	Liabilities	MOFI OPTIONAL ACCOUNT	N/A	N/A			
42010135	Liabilities	WHEAT FLOUR LEVY	N/A	N/A			
42010136	Liabilities	WHEAT GRAIN LEVY	N/A	N/A			
420102	Liabilities	OTHER PUBLIC FUNDS	OTHER PUBLIC FUNDS	OTHER PUBLIC FUNDS			
42010201	Liabilities	POLICE EQUIPMENT FUND				
42010202	Liabilities					
42010203	Liabilities					
4202	Liabilities	LONG-TERM PROVISIONS	LONG-TERM PROVISIONS	LONG-TERM PROVISIONS			
420201	Liabilities	LONG-TERM PROVISIONS	LONG-TERM PROVISIONS	LONG-TERM PROVISIONS			
42020101	Liabilities	LONG-TERM EMPLOYEE BENEFITS	LONG-TERM EMPLOYEE BENEFITS	LONG-TERM EMPLOYEE BENEFITS			
42020102	Liabilities	OTHER LONG-TERM PAYABLES	OTHER LONG-TERM PAYABLES	OTHER LONG-TERM PAYABLES			
4203	Liabilities	LONG-TERM BORROWINGS	LONG-TERM BORROWINGS	LONG-TERM BORROWINGS			
420301	Liabilities	LONG-TERM BORROWINGS	LONG-TERM BORROWINGS	LONG-TERM BORROWINGS			
42030101	Liabilities	TREASURY BONDS	STATE BONDS and OTHER LONG TERM BORROWINGS	LONG TERM BORROWINGS			
42030102	Liabilities	BI-LATERAL LOANS	BI-LATERAL LOANS	BI-LATERAL LOANS			
42030103	Liabilities	MULTI-LATERAL LOANS	MULTI-LATERAL LOANS	MULTI-LATERAL LOANS			
43	Liabilities	CAPITAL & RESERVES	CAPITAL & RESERVES	CAPITAL & RESERVES			
4301	Liabilities	CAPITAL	RESERVES	RESERVES			
430101	Liabilities	CAPITAL GRANTS	RESERVES	RESERVES			
43010101	Liabilities	CAPITAL GRANTS	RESERVES	RESERVES			
4302	Liabilities	RESERVES				
430201	Liabilities	ACCUMULATED SURPLUS/ (DEFICIT)	ACCUMULATED SURPLUS/ (DEFICIT)	ACCUMULATED SURPLUS/ (DEFICIT)			
43020101	Liabilities	ACCUMULATED SURPLUS/ (DEFICIT)	ACCUMULATED SURPLUS/ (DEFICIT)	ACCUMULATED SURPLUS/ (DEFICIT)			
43020102	Liabilities	PRIOR YEAR ADJUSTMENT	PRIOR YEAR ADJUSTMENT	PRIOR YEAR ADJUSTMENT			
43020103	Liabilities	TRANSITIONAL RESERVES	TRANSITIONAL RESERVES	TRANSITIONAL RESERVES			
4303	Liabilities	OTHER RESERVES				
430301	Liabilities	OTHER RESERVES				
43030101	Liabilities	REVALUATION RESERVES				
43030102	Liabilities	FOREIGN EXCHANGE TRANSLATION RESERVES				
43030103	Liabilities	AVAILABLE FOR SALE ASSETS RESERVE				
43030104	Liabilities	OTHER RESERVES				
4302	Liabilities					
430201	Liabilities					
43020101	Liabilities					
44	Liabilities	ACCUMULATED PROVISIONS	ACCUMULATED PROVISIONS	ACCUMULATED PROVISIONS	LIABILITY	2	GENERAL
4401	Liabilities	ACCUMULATED PROVISION FOR  DEPRECIATION - PPE	ACCUMULATED PROVISION FOR  DEPRECIATION - PPE	ACCUMULATED PROVISION FOR  DEPRECIATION - PPE	LIABILITY	3	GENERAL
440101	Liabilities	ACCUMULATED PROV. FOR  DEP- BUILDINGS -GENERAL	ACCUMULATED PROV. FOR  DEP- BUILDINGS -GENERAL	ACCUMULATED PROV. FOR  DEP- BUILDINGS -GENERAL	LIABILITY	4	GENERAL
44010101	Liabilities	PROV. FOR DEP-BUILDINGS - ADMINISTRATIVE	PROV. FOR DEP-BUILDINGS - ADMINISTRATIVE	PROV. FOR DEP-BUILDINGS - ADMINISTRATIVE	LIABILITY	5	DETAIL
44010102	Liabilities	PROV. FOR DEP-BUILDINGS - RESIDENTIAL	PROV. FOR DEP-BUILDINGS - RESIDENTIAL	PROV. FOR DEP-BUILDINGS - RESIDENTIAL	LIABILITY	5	DETAIL
44010103	Liabilities	PROV. FOR DEP-SILOS	PROV. FOR DEP-SILOS	PROV. FOR DEP-SILOS	LIABILITY	5	DETAIL
44010104	Liabilities	PROV. FOR DEP-OTHER STORAGE FACILITIES	PROV. FOR DEP-OTHER STORAGE FACILITIES	PROV. FOR DEP-OTHER STORAGE FACILITIES			
440102	Liabilities	ACCUMULATED PROV. FOR DEP - INFRASTRUCTURE - GENERAL	ACCUMULATED PROV. FOR DEP - INFRASTRUCTURE - GENERAL	ACCUMULATED PROV. FOR DEP - INFRASTRUCTURE - GENERAL	LIABILITY	4	GENERAL
44010201	Liabilities	PROV. FOR DEP-RAILS	PROV. FOR DEP-RAILS	PROV. FOR DEP-RAILS	LIABILITY	5	DETAIL
44010202	Liabilities	PROV. FOR DEP-ROADS & BRIDGES	PROV. FOR DEP-ROADS & BRIDGES	PROV. FOR DEP-ROADS & BRIDGES	LIABILITY	5	DETAIL
44010203	Liabilities	PROV. FOR DEP-AIRPORTS	PROV. FOR DEP-AIRPORTS	PROV. FOR DEP-AIRPORTS	LIABILITY	5	DETAIL
44010204	Liabilities	PROV. FOR DEP-HARBOURS/ SEA PORTS/ JETTIES	PROV. FOR DEP-HARBOURS/ SEA PORTS	PROV. FOR DEP-HARBOURS/ SEA PORTS	LIABILITY	5	DETAIL
44010205	Liabilities	PROV. FOR DEP-ZOOS, PARKS & RESERVES	PROV. FOR DEP-ZOOS, PARKS & RESERVES	PROV. FOR DEP-ZOOS, PARKS & RESERVES	LIABILITY	5	DETAIL
44010206	Liabilities	PROV. FOR DEP-SECURITY INSTALLATIONS/ EQUIPMENT	PROV. FOR DEP-SECURITY INSTALLATIONS/ EQUIPMENT	PROV. FOR DEP-SECURITY INSTALLATIONS/ EQUIPMENT	LIABILITY	5	DETAIL
44010207	Liabilities	PROV. FOR DEP-ELECTRICITY TRANSMISSION NETWORK	PROV. FOR DEP-ELECTRICITY TRANSMISSION NETWORK	PROV. FOR DEP-ELECTRICITY TRANSMISSION NETWORK	LIABILITY	5	DETAIL
44010208	Liabilities	PROV. FOR DEP-WATER DISTRIBUTION NETWORK	PROV. FOR DEP-WATER DISTRIBUTION NETWORK	PROV. FOR DEP-WATER DISTRIBUTION NETWORK	LIABILITY	5	DETAIL
44010209	Liabilities	PROV. FOR DEP-SEWAGE/ DRAINAGE NETWORK	PROV. FOR DEP-SEWAGE/ DRAINAGE NETWORK	PROV. FOR DEP-SEWAGE/ DRAINAGE NETWORK	LIABILITY	5	DETAIL
44010210	Liabilities	PROV. FOR DEP-DAMS	PROV. FOR DEP-DAMS	PROV. FOR DEP-DAMS	LIABILITY	5	DETAIL
44010211	Liabilities	PROV. FOR DEP-SPECIALISED RESEARCH EQUIPMENT (E.G. SATELLITE)	PROV. FOR DEP-SPECIALISED RESEARCH EQUIPMENT (E.G. SATELLITE)	PROV. FOR DEP-SPECIALISED RESEARCH EQUIPMENT (E.G. SATELLITE)	LIABILITY	5	DETAIL
44010212	Liabilities	PROV. FOR DEP-BOREHOLES & OTHER WATER FACILITIES	PROV. FOR DEP-BOREHOLES & OTHER WATER FACILITIES	PROV. FOR DEP-BOREHOLES & OTHER WATER FACILITIES			
44010213	Liabilities	PROV. FOR DEP-WASTE DISPOSAL EQUIPMENTS	PROV. FOR DEP-WASTE DISPOSAL EQUIPMENTS	PROV. FOR DEP-WASTE DISPOSAL EQUIPMENTS			
440103	Liabilities	ACCUMULATED PROV. FOR DEP - PLANT & MACHINERY - GENERAL	ACCUMULATED PROV. FOR DEP - PLANT & MACHINERY - GENERAL	ACCUMULATED PROV. FOR DEP - PLANT & MACHINERY - GENERAL	LIABILITY	4	GENERAL
44010301	Liabilities	PROV. FOR DEP-EARTH MOVING EQUIPMENT - BULL DOZERS ETC.	PROV. FOR DEP-EARTH MOVING EQUIPMENT - BULL DOZERS ETC.	PROV. FOR DEP-EARTH MOVING EQUIPMENT - BULL DOZERS ETC.	LIABILITY	5	DETAIL
44010302	Liabilities	PROV. FOR DEP-INDUSTRIAL EQUIPMENT	PROV. FOR DEP-INDUSTRIAL EQUIPMENT	PROV. FOR DEP-INDUSTRIAL EQUIPMENT	LIABILITY	5	DETAIL
44010303	Liabilities	PROV. FOR DEP-NAVIGATIONAL EQUIPMENT	PROV. FOR DEP-NAVIGATIONAL EQUIPMENT	PROV. FOR DEP-NAVIGATIONAL EQUIPMENT	LIABILITY	5	DETAIL
44010304	Liabilities	PROV. FOR DEP-POWER PLANTS	PROV. FOR DEP-POWER PLANTS	PROV. FOR DEP-POWER PLANTS	LIABILITY	5	DETAIL
44010305	Liabilities	PROV. FOR DEP-POWER GENERATING SETS	PROV. FOR DEP-POWER GENERATING SETS	PROV. FOR DEP-POWER GENERATING SETS	LIABILITY	5	DETAIL
44010306	Liabilities	PROV. FOR DEP-BROADCAST & COMMUNICATIONS EQUIPMENT	PROV. FOR DEP-BROADCAST & COMMUNICATIONS EQUIPMENT	PROV. FOR DEP-BROADCAST & COMMUNICATIONS EQUIPMENT			
440104	Liabilities	ACCUMULATED PROV. FOR  DEP - TRANSPORTATION EQUIPMENT - GENERAL	ACCUMULATED PROV. FOR  DEP - TRANSPORTATION EQUIPMENT - GENERAL	ACCUMULATED PROV. FOR  DEP - TRANSPORTATION EQUIPMENT - GENERAL	LIABILITY	4	GENERAL
44010401	Liabilities	PROV. FOR DEP-SHIPS	PROV. FOR DEP-SHIPS	PROV. FOR DEP-SHIPS	LIABILITY	5	DETAIL
44010402	Liabilities	PROV. FOR DEP-AIR CRAFTS	PROV. FOR DEP-AIR CRAFTS	PROV. FOR DEP-AIR CRAFTS	LIABILITY	5	DETAIL
44010403	Liabilities	PROV. FOR DEP-TRAINS	PROV. FOR DEP-TRAINS	PROV. FOR DEP-TRAINS	LIABILITY	5	DETAIL
44010404	Liabilities	PROV. FOR DEP-SEA BOATS	PROV. FOR DEP-SEA BOATS	PROV. FOR DEP-SEA BOATS	LIABILITY	5	DETAIL
44010405	Liabilities	PROV. FOR DEP-MOTOR VEHICLES	PROV. FOR DEP-MOTOR VEHICLES	PROV. FOR DEP-MOTOR VEHICLES	LIABILITY	5	DETAIL
44010406	Liabilities	PROV. FOR DEP-TRICYCLE	PROV. FOR DEP-TRICYCLE	PROV. FOR DEP-TRICYCLE	LIABILITY	5	DETAIL
44010407	Liabilities	PROV. FOR DEP-MOTOR CYCLES	PROV. FOR DEP-MOTOR CYCLES	PROV. FOR DEP-MOTOR CYCLES	LIABILITY	5	DETAIL
44010408	Liabilities	PROV. FOR DEP-BICYCLE	PROV. FOR DEP-BICYCLE	PROV. FOR DEP-BICYCLE	LIABILITY	5	DETAIL
440105	Liabilities	ACCUMULATED PROV. FOR DEP - OFFICE EQUIPMENT - GENERAL	ACCUMULATED PROV. FOR DEP - OFFICE EQUIPMENT - GENERAL	ACCUMULATED PROV. FOR DEP - OFFICE EQUIPMENT - GENERAL	LIABILITY	4	GENERAL
44010501	Liabilities	PROV. FOR DEP-COMPUTERS	PROV. FOR DEP-COMPUTERS	PROV. FOR DEP-COMPUTERS	LIABILITY	5	DETAIL
44010502	Liabilities	PROV. FOR DEP-PRINTERS	PROV. FOR DEP-PRINTERS	PROV. FOR DEP-PRINTERS	LIABILITY	5	DETAIL
44010503	Liabilities	PROV. FOR DEP-SCANNERS	PROV. FOR DEP-SCANNERS	PROV. FOR DEP-SCANNERS	LIABILITY	5	DETAIL
44010504	Liabilities	PROV. FOR DEP-FAX MACHINE	PROV. FOR DEP-FAX MACHINE	PROV. FOR DEP-FAX MACHINE	LIABILITY	5	DETAIL
44010505	Liabilities	PROV. FOR DEP-PHOTOCOPIERS	PROV. FOR DEP-PHOTOCOPIERS	PROV. FOR DEP-PHOTOCOPIERS	LIABILITY	5	DETAIL
44010506	Liabilities	PROV. FOR DEP-TYPE-WRITERS	PROV. FOR DEP-TYPE-WRITERS	PROV. FOR DEP-TYPE-WRITERS	LIABILITY	5	DETAIL
44010507	Liabilities	PROV. FOR DEP-SHREDDING MACHINES	PROV. FOR DEP-SHREDDING MACHINES	PROV. FOR DEP-SHREDDING MACHINES	LIABILITY	5	DETAIL
44010508	Liabilities	PROV. FOR DEP-PROJECTORS	PROV. FOR DEP-PROJECTORS	PROV. FOR DEP-PROJECTORS	LIABILITY	5	DETAIL
44010509	Liabilities	PROV. FOR DEP-BINDING EQUIPMENT	PROV. FOR DEP-BINDING EQUIPMENT	PROV. FOR DEP-BINDING EQUIPMENT	LIABILITY	5	DETAIL
440106	Liabilities	ACCUMULATED PROV. FOR DEP - FURNITURE & FITTINGS - GENERAL	ACCUMULATED PROV. FOR DEP - FURNITURE & FITTINGS - GENERAL	ACCUMULATED PROV. FOR DEP - FURNITURE & FITTINGS - GENERAL	LIABILITY	4	GENERAL
44010601	Liabilities	PROV. FOR DEP-CHAIRS	PROV. FOR DEP-CHAIRS	PROV. FOR DEP-CHAIRS	LIABILITY	5	DETAIL
44010602	Liabilities	PROV. FOR DEP-TABLES	PROV. FOR DEP-TABLES	PROV. FOR DEP-TABLES	LIABILITY	5	DETAIL
44010603	Liabilities	PROV. FOR DEP-SAFES/ FILE CABINETS/ CUPBOARDS	PROV. FOR DEP-SAFES/ FILE CABINETS/ CUPBOARDS	PROV. FOR DEP-SAFES/ FILE CABINETS/ CUPBOARDS	LIABILITY	5	DETAIL
44010604	Liabilities	PROV. FOR DEP-TELEVISION SETS	PROV. FOR DEP-TELEVISION SETS	PROV. FOR DEP-TELEVISION SETS			
44010605	Liabilities	PROV. FOR DEP-RADIO SETS	PROV. FOR DEP-RADIO SETS	PROV. FOR DEP-RADIO SETS			
44010606	Liabilities	PROV. FOR DEP-AIR-CONDITIONER	PROV. FOR DEP-AIR -CONDITIONER	PROV. FOR DEP-AIR -CONDITIONER			
44010607	Liabilities	PROV. FOR DEP-STOOLS	PROV. FOR DEP-STOOLS	PROV. FOR DEP-STOOLS	LIABILITY	5	DETAIL
44010608	Liabilities	PROV. FOR DEP-SHELVES	PROV. FOR DEP-SHELVES	PROV. FOR DEP-SHELVES	LIABILITY	5	DETAIL
44010609	Liabilities	PROV. FOR DEP-CEILING FANS	PROV. FOR DEP-CEILING FANS	PROV. FOR DEP-CEILING FANS	LIABILITY	5	DETAIL
44010610	Liabilities	PROV. FOR DEP - REFRIDGERATORS	PROV. FOR REFRIDGERATORS	PROV. FOR REFRIDGERATORS			
440107	Liabilities	ACCUMULATED PROV. FOR - SERVICE CONCESSION ASSETS	ACCUMULATED PROV. FOR - SERVICE CONCESSION ASSETS	ACCUMULATED PROV. FOR - SERVICE CONCESSION ASSETS			
44010701	Liabilities	PROV. FOR DEP - SERVICE CONCESSION ASSETS (PPE)	PROV. FOR DEP - SERVICE CONCESSION ASSETS (PPE)	PROV. FOR DEP - SERVICE CONCESSION ASSETS (PPE)			
440108	Liabilities	ACCUMULATED PROV. FOR LEASED ASSETS-FINANCE LEASE	ACCUMULATED PROV. FOR LEASED ASSETS-FINANCE LEASE	ACCUMULATED PROV. FOR LEASED ASSETS-FINANCE LEASE			
44010801	Liabilities	PROV. FOR DEP - LEASED ASSETS	PROV. FOR LEASED ASSETS	PROV. FOR LEASED ASSETS			
440109	Liabilities	ACCUMULATED PROV. FOR SPECIALISED ASSETS-GENERAL	ACCUMULATED PROV. FOR SPECIALISED ASSETS-GENERAL	ACCUMULATED PROV. FOR SPECIALISED ASSETS-GENERAL			
44010901	Liabilities	PROV. FOR DEP - MILITARY EQUIPMENTS	PROV. FOR MILITARY EQUIPMENTS	PROV. FOR MILITARY EQUIPMENTS			
44010902	Liabilities	PROV. FOR DEP - POLICE/PARA-MILITARY EQUIPMENTS	PROV. FOR POLICE/PARA-MILITARY EQUIPMENTS	PROV. FOR POLICE/PARA-MILITARY EQUIPMENTS			
44010903	Liabilities	PROV. FOR DEP - BIOLOGICAL ASSETS	PROV. FOR BIOLOGICAL ASSETS	PROV. FOR BIOLOGICAL ASSETS			
44010904	Liabilities	PROV. FOR DEP - LABORATORY/MEDICAL EQUIPMENTS	PROV. FOR LABORATORY/MEDICAL EQUIPMENTS	PROV. FOR LABORATORY/MEDICAL EQUIPMENTS			
440110	Liabilities	ACCUM. PROV. FOR  DEP - ASSETS UNDER CONSTRUCTION	ACCUM. PROV. FOR  DEP - ASSETS UNDER CONSTRUCTION	ACCUM. PROV. FOR  DEP - ASSETS UNDER CONSTRUCTION			
44011001	Liabilities	ACCUM. PROV. FOR  DEP -ASSETS UNDER CONSTRUCTION	ACCUM. PROV. FOR  DEP -ASSETS UNDER CONSTRUCTION	ACCUM. PROV. FOR  DEP -ASSETS UNDER CONSTRUCTION			
4402	Liabilities	ACCUM. PROVISION FOR  DEPRECIATION - INVESTMENT PROPERTY	ACCUM. PROVISION FOR  DEPRECIATION - INVESTMENT PROPERTY	ACCUM. PROVISION FOR  DEPRECIATION - INVESTMENT PROPERTY	LIABILITY	3	GENERAL
440201	Liabilities	ACCUM. PROV. FOR  DEP - INVESTMENT PROPERTY- LAND & BUILDING - GENERAL	ACCUM. PROV. FOR  DEP - INVESTMENT PROPERTY- LAND & BUILDING - GENERAL	ACCUM. PROV. FOR  DEP - INVESTMENT PROPERTY- LAND & BUILDING - GENERAL	LIABILITY	4	GENERAL
44020101	Liabilities	PROV. FOR DEP - INVESTMENT PROPERTY- BUILDINGS-ADMINISTRATIVE	PROV. FOR DEP - INVESTMENT - LAND & BUILDINGS - ADMINISTRATIVE	PROV. FOR DEP - INVESTMENT - LAND & BUILDINGS - ADMINISTRATIVE	LIABILITY	5	DETAIL
